,RENT_ID,RENT_NM_x,USE_CNT,MOVE_METER,평균이동거리,RENT_NM_y,LAT,LONG
564,826,826. 서울역 서부교차로2,17664,41280957.8,2337.010745018116,826. 서울역 서부교차로2,37.55536652,126.96864319
565,827,827. 국군복지단,4575,7085929.88,1548.837132240437,827. 국군복지단,37.54188538,126.97966003
566,828,828. 숙대입구역 8번,13851,32254814.27,2328.6993191827305,828. 숙대입구역 8번,37.54407883,126.97200012
567,829,829. 한강대교 북단 교차로,31417,130343673.38,4148.826220835853,829. 한강대교 북단 교차로,37.52293015,126.96169281
568,830,830. 강변삼성스위트아파트 앞,4776,13826651.16,2895.027462311558,830. 강변삼성스위트아파트 앞,37.53442383,126.94857025
569,831,831. 이태원관광특구입구A(녹사평역쪽),1989,5460757.47,2745.4788687782802,831. 이태원관광특구입구A(녹사평역쪽),37.53427887,126.98856354
570,832,832. 이촌1동 주민센터 뒤,16403,54919527.52,3348.1392135584956,832. 이촌1동 주민센터 뒤,37.5212822,126.97346497
571,834,834. 효창공원앞역 3번출구 뒤,23477,48534489.9,2067.3207777825105,834. 효창공원앞역 3번출구 뒤,37.53900146,126.96181488
572,835,835. 남영역 건너편,11145,21958434.48,1970.2498411843876,835. 남영역 건너편,37.54198074,126.97154236
573,836,836. 현대자동차서비스 앞,11914,64595164.99,5421.786552795032,836. 현대자동차서비스 앞,37.53142166,126.95149994
574,837,837. 한남나들목 입구,17496,115045359.86,6575.523540237768,837. 한남나들목 입구,37.52898788,127.00662231
575,838,838. 숙대입구역 4번출구,20770,49164705.05,2367.101831969186,838. 숙대입구역 4번출구,37.5444603,126.97238922
576,839,839. 보광동 삼성리버빌아파트 앞,10453,51123088.19,4890.7575040658185,839. 보광동 삼성리버빌아파트 앞,37.5240097,127.00144958
577,840,840. 용산 파크타워 앞,6480,13141908.84,2028.0723518518519,840. 용산 파크타워 앞,37.52365112,126.97026825
578,841,841. 신용산역 1번 출구,27985,100048649.13,3575.081262462033,841. 신용산역 1번 출구,37.52960968,126.96887207
579,843,843. 이태원관광특구B(용산구청쪽),7093,21741648.52,3065.2260707740024,843. 이태원관광특구B(용산구청쪽),37.53379822,126.98867035
580,844,844. 이촌2동 동원베네스트 아파트 앞,17903,58255489.7,3253.9512763224043,844. 이촌2동 동원베네스트 아파트 앞,37.5271492,126.95516205
581,845,845. 용산 선인상가,8643,20431627.26,2363.9508573412013,845. 용산 선인상가,37.53269958,126.96437836
582,846,846. 용산중학교,14792,31982008.6,2162.1152379664686,846. 용산중학교,37.54650116,126.9809494
583,848,848. 삼각지12번 출구,7520,19545827.6,2599.1792021276597,848. 삼각지12번 출구,37.53488922,126.97562408
584,849,849. 삼각지 자이아파트,16699,37439854.24,2242.0416935145818,849. 삼각지 자이아파트,37.53607941,126.97341919
585,850,850. KCC용산월츠타워 ,6895,13715501.4,1989.1952719361857,850. KCC용산월츠타워 ,37.53739929,126.96892548
586,851,851.효창 푸르지오 앞,6294,13751769.49,2184.9014124563078,851.효창 푸르지오 앞,37.54047775,126.95811462
587,852,852. 청암자이아파트 앞,14066,57207638.88,4067.0865121569745,852. 청암자이아파트 앞,37.53452682,126.9471817
588,853,853.용산역 맞은편,54510,179142445.23,3286.4143318657125,853.용산역 맞은편,37.52841568,126.96595001
589,854,854.HID 유족동지회 앞,2154,7820196.58,3630.5462302692663,854.HID 유족동지회 앞,37.53850937,127.0014801
590,855,855.이촌역5번출구 앞,2817,7914001.14,2809.3720766773163,855.이촌역5번출구 앞,37.52272415,126.97277069
591,857,857. 현대 안성타워,4352,13965812.43,3209.0561649816177,857. 현대 안성타워,37.53508759,126.99797058
592,858,858.녹사평역3번 출구,4110,11209855.23,2727.458693430657,858.녹사평역3번 출구,37.53440857,126.9868927
593,859,859.남산공원 야외식물원 앞,2091,7501525.92,3587.5303299856528,859.남산공원 야외식물원 앞,37.54188538,126.99586487
594,860,860.LG한강 자이아파트 앞,18441,85026760.76,4610.745662382735,860.LG한강 자이아파트 앞,37.52074814,126.9708252
595,863,863.이촌역2번 출구,6011,15566200.68,2589.619144901015,863.이촌역2번 출구,37.52177048,126.977005
596,864,864.순천향대학병원(한남오거리),10336,50112887.69,4848.3830969427245,864.순천향대학병원(한남오거리),37.53514099,127.00600433
597,865,865.하얏트호텔 앞,429,1514621.97,3530.5873426573426,865.하얏트호텔 앞,37.54079437,126.99784851
598,866,866.브라운스톤 남산아파트,7847,16604474.22,2116.028319102842,866.브라운스톤 남산아파트,37.551548,126.97686005
599,867,867.서빙고역 광장(1번출구),5130,17638202.59,3438.246118908382,867.서빙고역 광장(1번출구),37.51990891,126.98923492
600,869,869.노들섬 동측 앞,6600,28208373.35,4273.995962121212,869.노들섬 동측 앞,37.51729584,126.95914459
601,870,870.노들섬 서측 앞,46320,192930821.58,4165.17317746114,870.노들섬 서측 앞,37.51731873,126.95829773
602,900,900. 은평예술회관,9203,19810891.97,2152.655869825057,900. 은평예술회관,37.60394287,126.92769623
603,902,902. 진관동 은빛초등학교,7447,9947227.02,1335.7361380421646,902. 진관동 은빛초등학교,37.64310837,126.91822052
604,903,903. 은평뉴타운 아이파크,11910,18617759.63,1563.2039991603694,903. 은평뉴타운 아이파크,37.64586639,126.92739105
605,904,904. 은평뉴타운 푸르지오,9982,21271899.19,2131.02576537768,904. 은평뉴타운 푸르지오,37.64867401,126.93070221
606,905,905. 구파발역 2번출구,32020,64686164.53,2020.1800290443473,905. 구파발역 2번출구,37.63623428,126.91899872
607,906,906. 연신내역 5번출구,39555,108964064.58,2754.7481880925293,906. 연신내역 5번출구,37.61721039,126.91957855
608,907,907. CJ 드림시티,54251,185966855.67,3427.8972861329744,907. CJ 드림시티,37.59949493,126.91698456
609,908,908. 구산역 4번출구,18175,45734330.63,2516.3318090784046,908. 구산역 4번출구,37.61318588,126.91735077
610,909,909. 백련산 힐스테이트 3차,9257,28050967.26,3030.243843577833,909. 백련산 힐스테이트 3차,37.58699417,126.92288208
611,911,911. 은평평화공원(역촌역4번출구),29350,63285903.28,2156.2488340715504,911. 은평평화공원(역촌역4번출구),37.60558319,126.92293549
612,912,912. 응암오거리,32958,96118425.97,2916.3913456520418,912. 응암오거리,37.58966064,126.91694641
613,913,913. 이마트 버스정류장(서부경찰서 방면),29558,56868643.19,1923.9679000608971,913. 이마트 버스정류장(서부경찰서 방면),37.60070038,126.92012787
614,914,914. 새절역 2번출구,39266,153402767.92,3906.758211175062,914. 새절역 2번출구,37.59080887,126.91368866
615,915,915. 증산역 4번출구,23319,70368517.06,3017.6472859041983,915. 증산역 4번출구,37.5843811,126.90989685
616,916,916. 평생학습관 앞,19684,41580187.99,2112.385083824426,916. 평생학습관 앞,37.60784912,126.92132568
617,917,917. 녹번역 3번출구,21238,40986254.97,1929.8547400885204,917. 녹번역 3번출구,37.60074615,126.93501282
618,919,919. 서울혁신파크,10362,25613887.1,2471.90572283343,919. 서울혁신파크,37.60702515,126.93331146
619,921,921. 신도고등학교,2451,4826975.1,1969.3900856793143,921. 신도고등학교,37.63001633,126.91902924
620,922,922. 연신내역 4번출구,8364,18796256.89,2247.2808333333332,922. 연신내역 4번출구,37.61780167,126.92196655
621,923,923. 국민은행 연서지점,7431,17771813.22,2391.577610012111,923. 국민은행 연서지점,37.62094879,126.92563629
622,924,924. 메뚜기다리,680,1298255.82,1909.1997352941178,924. 메뚜기다리,37.62851715,126.92958069
623,925,925. 불광역 2번출구,10438,24171357.87,2315.707785974325,925. 불광역 2번출구,37.60956573,126.93097687
624,927,927. 연신내역 3번출구 인근,6558,13814813.84,2106.558987496188,927. 연신내역 3번출구 인근,37.61785507,126.9225235
625,928,928. 은평역사한옥박물관,3730,11118638.4,2980.8682037533513,928. 은평역사한옥박물관,37.64131546,126.93804169
626,930,930. 구 서부경찰서 건너편,13984,33498759.34,2395.5062457093823,930. 구 서부경찰서 건너편,37.60166168,126.92030334
627,931,931. 역촌파출소,42878,99765451.42,2326.7281920798546,931. 역촌파출소,37.60473633,126.91533661
628,932,932. 예일여중,17456,45341431.28,2597.4697112740605,932. 예일여중,37.61000443,126.91639709
629,933,933. 역촌종합시장 버스정류장(예일여고 방면),27900,72316925.54,2592.0044996415772,933. 역촌종합시장 버스정류장(예일여고 방면),37.61248398,126.91487885
630,934,934. 신사동 성당,2221,6124711.99,2757.6370959027468,934. 신사동 성당,37.59714127,126.9095993
631,937,937. 상림마을 롯데캐슬2단지 옆,1894,6574749.51,3471.3566578669484,937. 상림마을 롯데캐슬2단지 옆,37.64585114,126.92379761
632,938,938. 금암 문화공원,2769,8827453.22,3187.9571036475263,938. 금암 문화공원,37.64468384,126.91845703
633,939,939. 은평구청 교차로,9485,19742311.19,2081.4244797047972,939. 은평구청 교차로,37.60169983,126.92742157
634,941,941. 은평뉴타운 도서관,7389,14133226.58,1912.7387440790365,941. 은평뉴타운 도서관,37.63722229,126.93330383
635,942,942. 상림마을 생태공원,5144,8394081.84,1631.8199533437014,942. 상림마을 생태공원,37.64408112,126.92928314
636,943,943. 은평구청 보건소,25406,49047372.64,1930.5428890813193,943. 은평구청 보건소,37.60240173,126.9286499
637,945,945. 기자촌 사거리 A,1811,3320660.85,1833.6062120375484,945. 기자촌 사거리 A,37.63414001,126.93234253
638,946,946. 독바위역 ,8772,20371640.88,2322.3484815321476,946. 독바위역 ,37.61843872,126.93288422
639,947,947. 연신내 선일하이츠빌 정류소,4521,10830843.1,2395.674209245742,947. 연신내 선일하이츠빌 정류소,37.62266922,126.91999054
640,948,948. 디지털미디어 시티역 4번출구(DMC역),11715,20522052.49,1751.7757140418266,948. 디지털미디어 시티역 4번출구(DMC역),37.57720184,126.90235138
641,949,949. 연신내역 1번 출구 ,17176,36173185.31,2106.0308168374477,949. 연신내역 1번 출구 ,37.61978149,126.92080688
642,950,950. 구산역 2번 출구 예일여고 버스정류장,16792,42245505.39,2515.8114215102432,950. 구산역 2번 출구 예일여고 버스정류장,37.60980225,126.91679382
643,952,952. 서울연신중학교,5885,7482697.69,1271.486438402719,952. 서울연신중학교,37.62265015,126.92524719
644,953,953. 서울연신초등학교,5306,10830059.04,2041.0966905390123,953. 서울연신초등학교,37.6257782,126.92881775
645,954,954. 은평뉴타운구파발9단지,9343,18875549.51,2020.2878636412288,954. 은평뉴타운구파발9단지,37.64260864,126.92147827
646,956,956. 응암시장교차로,32480,83812181.35,2580.424302647783,956. 응암시장교차로,37.59441376,126.91801453
647,958,958. 본 서부병원 버스정류장(은평 세무서 방면),17988,33223674.14,1846.991001778964,958. 본 서부병원 버스정류장(은평 세무서 방면),37.60036087,126.92281342
648,959,959. 구파발10단지 인근,4986,16446734.5,3298.5829322101886,959. 구파발10단지 인근,37.64318466,126.91509247
649,960,960. 구파발역 환승센터,11082,16561177.25,1494.4213364013715,960. 구파발역 환승센터,37.63825226,126.91945648
650,961,961. 불광역 9번 출구,16674,37008917.81,2219.5584628763345,961. 불광역 9번 출구,37.61096954,126.92980957
651,962,962. 은평뉴타운 힐데스하임,14015,25432466.45,1814.6604673564038,962. 은평뉴타운 힐데스하임,37.63925934,126.91890717
652,963,963. 불광롯데캐슬아파트 앞,9339,22121597.36,2368.7329864011135,963. 불광롯데캐슬아파트 앞,37.6128006,126.93217468
653,964,964. 북한산힐스테이트 7차아파트,5850,11619940.43,1986.3146034188035,964. 북한산힐스테이트 7차아파트,37.61654282,126.92512512
654,965,965. 서울특별시 은평병원,7103,14479025.79,2038.4380951710543,965. 서울특별시 은평병원,37.59347916,126.92318726
655,966,966. 서울혁신파크1,1814,4038996.25,2226.569046306505,966. 서울혁신파크1,37.60944748,126.93467712
656,967,967. 서울혁신파크2,4460,11580795.49,2596.590917040359,967. 서울혁신파크2,37.60849762,126.93199921
657,968,968. 은평뉴타운 상림마을 13단지,1875,3162375.84,1686.600448,968. 은평뉴타운 상림마을 13단지,37.64208984,126.92941284
658,969,969. 은평 지웰테라스,1971,4222144.14,2142.13299847793,969. 은평 지웰테라스,37.64339447,126.93213654
659,971,971. 역촌 센트레빌 아파트,9413,17908645.22,1902.5438457452458,971. 역촌 센트레빌 아파트,37.60232925,126.90654755
660,973,973.제각말푸르지오 5-1단지 아파트,2719,6347750.71,2334.5901838911363,973.제각말푸르지오 5-1단지 아파트,37.63734818,126.93584442
661,974,974.연신초등학교옆 마을마당,2033,4165374.29,2048.8806148548942,974.연신초등학교옆 마을마당,37.62672043,126.92901611
662,975,975.백련산 힐스테이트상가앞,8278,18325761.07,2213.7908999758397,975.백련산 힐스테이트상가앞,37.59036255,126.92301178
663,976,976.진관고등학교앞,9107,13538559.66,1486.6102624354892,976.진관고등학교앞,37.64350891,126.92410278
664,977,977.신도중학교앞,2661,5204785.41,1955.9509244644871,977.신도중학교앞,37.63310242,126.9315033
665,978,978.녹번 힐스테이트상가앞,3364,8422132.99,2503.606715219976,978.녹번 힐스테이트상가앞,37.60100937,126.93592834
666,979,979.원풍빌라앞,9965,24467073.08,2455.300861013547,979.원풍빌라앞,37.59186172,126.90608215
667,982,982. 녹번초등학교(서오릉로),13356,25966339.09,1944.170342168314,982. 녹번초등학교(서오릉로),37.60412598,126.92508698
668,984,984.상신초등학교앞 버스정류장,15405,46864770.13,3042.1791710483612,984.상신초등학교앞 버스정류장,37.59580994,126.91026306
669,985,985. 은평세무서 버스정류장(은평구청 방면),19732,39885174.7,2021.3447547131564,985. 은평세무서 버스정류장(은평구청 방면),37.60119247,126.92638397
670,989,989. 신응교(가좌로) 앞,22005,70279466.8,3193.7953556009998,989. 신응교(가좌로) 앞,37.59181213,126.91483307
671,991,991.흥국사 정류장,2375,8279462.04,3486.08928,991.흥국사 정류장,37.6567688,126.94200897
672,992,992.북한산입구 정류장,2463,9554181.46,3879.083012586277,992.북한산입구 정류장,37.65828705,126.94529724
673,993,993.은평뉴타운 은뜨락아파트앞,5717,10636998.62,1860.5909777855518,993.은평뉴타운 은뜨락아파트앞,37.63028717,126.91956329
674,994,994.북한산생태공원입구(교통섬),3644,7187884.75,1972.5260016465422,994.북한산생태공원입구(교통섬),37.61050797,126.9385376
675,995,995.은평다목적체육관,6427,13117914.53,2041.0634090555468,995.은평다목적체육관,37.63140869,126.92540741
676,996,996.응암역2번출구 국민은행 앞,52802,141837954.52,2686.2231453354043,996.응암역2번출구 국민은행 앞,37.59996796,126.91572571
677,1001,1001. 광진교 남단 사거리(천호공원 방면),23072,57921248.91,2510.4563501213593,1001. 광진교 남단 사거리(천호공원 방면),37.54179382,127.12474823
678,1002,1002. 해공공원(천호동),34289,83631304.32,2439.0126372889263,1002. 해공공원(천호동),37.5452652,127.12593842
679,1003,1003. 해공도서관앞,17121,34196444.07,1997.339178202208,1003. 해공도서관앞,37.54395676,127.12548828
680,1004,1004. 삼성광나루아파트 버스정류장,23233,74501296.19,3206.701510351655,1004. 삼성광나루아파트 버스정류장,37.55332947,127.1288681
681,1006,1006. 롯데캐슬 115동앞,3739,7487783.71,2002.6166648836588,1006. 롯데캐슬 115동앞,37.55486679,127.14279938
682,1007,1007.암사동 선사유적지,2453,7394722.48,3014.5627721157766,1007.암사동 선사유적지,37.55955887,127.13087463
683,1008,1008. 암사역 3번출구(국민은행앞),45939,126541212.93,2754.548704368837,1008. 암사역 3번출구(국민은행앞),37.54935455,127.12708282
684,1009,1009. 천호역4번출구(현대백화점),78197,167154921.44,2137.6129703185543,1009. 천호역4번출구(현대백화점),37.53866577,127.12424469
685,1010,1010. 강동세무서,47303,93269078.94,1971.7370767181785,1010. 강동세무서,37.53450775,127.13840485
686,1011,1011. LIGA 아파트 앞,55248,112935927.19,2044.1631767665797,1011. LIGA 아파트 앞,37.53474426,127.13528442
687,1012,1012. 천호역효성해링턴타워 앞,40078,71896147.97,1793.9055833624432,1012. 천호역효성해링턴타워 앞,37.53600693,127.12272644
688,1013,1013. 강동구청역 1번 출입구,39592,55401056.1,1399.2992548999798,1013. 강동구청역 1번 출입구,37.53071594,127.12098694
689,1015,1015. 샛마을 근린공원,12173,26568113.31,2182.5444270105972,1015. 샛마을 근린공원,37.55003738,127.14691162
690,1016,1016. 해뜨는 주유소옆 리엔파크 109동앞,10449,21225126.8,2031.3069958847736,1016. 해뜨는 주유소옆 리엔파크 109동앞,37.55939865,127.17118073
691,1017,1017. 둔촌고교입구 교차로(길동주민센터 방면),25379,53921620.59,2124.655052996572,1017. 둔촌고교입구 교차로(길동주민센터 방면),37.53544617,127.14518738
692,1018,1018. 둔촌 주공 GS 맞은편,13216,26205564.03,1982.8665276937047,1018. 둔촌 주공 GS 맞은편,37.52425385,127.13528442
693,1019,1019. 다성이즈빌아파트(호원대 대각선 맞은편),67520,113054774.07,1674.38942639218,1019. 다성이즈빌아파트(호원대 대각선 맞은편),37.52679443,127.13005829
694,1020,1020. 강동경찰서,61606,108166178.49,1755.7734391130732,1020. 강동경찰서,37.52825165,127.12680054
695,1021,1021. 강일동 리슈빌 빌딩앞,21922,48940663.09,2232.4907896177356,1021. 강일동 리슈빌 빌딩앞,37.56427383,127.17397308
696,1022,1022. 길동 사거리(초소앞),23803,44004865.43,1848.7108948451876,1022. 길동 사거리(초소앞),37.53377914,127.13799286
697,1023,1023. 한국종합기술사옥 앞,32531,75798400.04,2330.0359669238574,1023. 한국종합기술사옥 앞,37.54998398,127.17470551
698,1024,1024.  강동구청 앞,52496,105364487.95,2007.0955491846998,1024.  강동구청 앞,37.52929688,127.12315369
699,1025,1025. 상일초등학교,10153,24428143.37,2406.002498768837,1025. 상일초등학교,37.54684067,127.17251587
700,1027,1027. 프라자 아파트 앞,14273,29117030.23,2040.0077229734463,1027. 프라자 아파트 앞,37.53596115,127.14781952
701,1028,1028. 포레스 주상복합 빌딩,24711,38907524.44,1574.5022233013638,1028. 포레스 주상복합 빌딩,37.53310776,127.12277222
702,1029,1029. 성내어울터,45325,83262491.78,1837.0102985107558,1029. 성내어울터,37.53655624,127.12553406
703,1030,1030. 미호 플랜트 앞,22359,44758859.28,2001.8274198309407,1030. 미호 플랜트 앞,37.52703094,127.12206268
704,1031,1031. 올림픽로 836(아리수로),5051,17277654.14,3420.640296970897,1031. 올림픽로 836(아리수로),37.55604172,127.13093567
705,1032,1032. 선사고등학교,10440,29712688.9,2846.042998084291,1032. 선사고등학교,37.55672836,127.13626099
706,1033,1033. 고덕동 아남아파트,17673,33109301.63,1873.4398025236235,1033. 고덕동 아남아파트,37.55793381,127.14476776
707,1034,1034. 고덕동 래미안 힐스테이트,6790,15390079.98,2266.580262150221,1034. 고덕동 래미안 힐스테이트,37.5618782,127.15078735
708,1036,1036. 고덕동 주양쇼핑,16420,33359060.39,2031.6114732034105,1036. 고덕동 주양쇼핑,37.55199051,127.15331268
709,1037,1037. 강일리버파크 6단지,3522,6785058.32,1926.4787961385578,1037. 강일리버파크 6단지,37.56256485,127.1776123
710,1038,1038. 강일 다솜 어린이 공원,4488,12811220.27,2854.549971033868,1038. 강일 다솜 어린이 공원,37.56863785,127.17480469
711,1039,1039. 고덕초등학교,2320,4254301.4,1833.750603448276,1039. 고덕초등학교,37.56129837,127.16784668
712,1041,1041. 묘곡초등학교,7753,16387015.82,2113.6354727202374,1041. 묘곡초등학교,37.55916214,127.15332031
713,1042,1042. 강일리버파크 2~5단지,8661,24975680.33,2883.694761574876,1042. 강일리버파크 2~5단지,37.5685463,127.17700958
714,1044,1044. 굽은다리역,62873,135540153.54,2155.776780812113,1044. 굽은다리역,37.54540634,127.14267731
715,1048,1048. 둔촌어린이공원,29654,60628979.44,2044.546416672287,1048. 둔촌어린이공원,37.53099442,127.14237213
716,1049,1049. 강일리버파크 10단지,9558,22648779.99,2369.614981167608,1049. 강일리버파크 10단지,37.561203,127.18026733
717,1050,1050.  둔촌역 3번 출입구,74490,126856449.07,1702.9997190226875,1050.  둔촌역 3번 출입구,37.52678299,127.13557434
718,1051,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",15945,47131289.93,2955.8664114142366,"1051. 강일중,선사고 버스정류장(신암중학교 방면)",37.55483627,127.13732147
719,1053,1053. 동명근린공원 진입로 (아리수로),6949,16000226.16,2302.5221125341777,1053. 동명근린공원 진입로 (아리수로),37.56254578,127.16448212
720,1054,1054. 말우물 어린이 공원,3762,8413681.93,2236.491741095162,1054. 말우물 어린이 공원,37.56002808,127.16967773
721,1056,1056. 강일리버파크 7~11단지,7404,18208280.8,2459.249162614803,1056. 강일리버파크 7~11단지,37.56335449,127.17905426
722,1057,1057. 능골근린공원,10362,20710777.81,1998.7239731712023,1057. 능골근린공원,37.55580902,127.1737442
723,1058,1058. 고덕숲 아이파크 1,3674,7689330.91,2092.904439303212,1058. 고덕숲 아이파크 1,37.55348206,127.16505432
724,1059,1059. 래미안 강동팰리스(102동),25074,49487337.26,1973.6514820132406,1059. 래미안 강동팰리스(102동),37.53822708,127.13174438
725,1060,1060. 천일초교 사거리,11879,22541793.05,1897.6170595167944,1060. 천일초교 사거리,37.5446701,127.13267517
726,1061,1061. 천호초교 입구 사거리(일주빌딩),15931,29927708.72,1878.5831849852489,1061. 천호초교 입구 사거리(일주빌딩),37.54689789,127.13466644
727,1062,1062. 고덕숲 아이파크 2,3162,5308652.41,1678.8907052498419,1062. 고덕숲 아이파크 2,37.5510788,127.16259766
728,1063,1063.강동롯데캐슬퍼스트 아파트(관리동),9066,23452660.88,2586.880750055151,1063.강동롯데캐슬퍼스트 아파트(관리동),37.55666351,127.14273834
729,1064,1064.중앙보훈병원역 1번출구,8132,15926634.46,1958.5138293162815,1064.중앙보훈병원역 1번출구,37.52779388,127.14764404
730,1065,1065.보훈병원 후문옆(더 원커피),7645,13770559.84,1801.2504695879659,1065.보훈병원 후문옆(더 원커피),37.53120804,127.1492691
731,1066,1066.생태공원앞 교차로(조명탑),2588,7457889.76,2881.719381761978,1066.생태공원앞 교차로(조명탑),37.5377655,127.15201569
732,1067,1067.한영중고앞사거리,7803,16512968.86,2116.2333538382672,1067.한영중고앞사거리,37.54903412,127.15605164
733,1068,1068.명일파출소,13230,27792795.42,2100.740394557823,1068.명일파출소,37.5536499,127.15622711
734,1069,1069.강동경희대학교병원 입구,790,1680250.77,2126.8997088607593,1069.강동경희대학교병원 입구,37.55305481,127.15688324
735,1070,1070.(시립)고덕평생학습관,14315,29445724.02,2056.9838644778206,1070.(시립)고덕평생학습관,37.55570221,127.15792084
736,1072,1072.고덕역 5번출구,27246,49618716.56,1821.1376554356605,1072.고덕역 5번출구,37.55486298,127.15372467
737,1073,1073. SSTS 몰 앞,13251,24486945.19,1847.9318685382236,1073. SSTS 몰 앞,37.54114532,127.14105225
738,1074,1074.대명초교입구 사거리,21412,46111482.07,2153.5345633289744,1074.대명초교입구 사거리,37.54683685,127.14916229
739,1075,1075.천동초교 삼거리,28400,50419803.26,1775.3451852112676,1075.천동초교 삼거리,37.54136276,127.13718414
740,1076,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),26854,53346995.32,1986.5567632382513,1076. 천동초교입구사거리 버스정류장(십자성마을 방면),37.5398941,127.14103699
741,1077,1077.강동역 1번출구 앞,38040,70858515.99,1862.73701340694,1077.강동역 1번출구 앞,37.53627014,127.13246918
742,1078,1078.둔촌사거리,50612,103514784.48,2045.2616865565478,1078.둔촌사거리,37.52197647,127.13362122
743,1079,1079.강일동입구교차로,9529,24612009.17,2582.8533077972506,1079.강일동입구교차로,37.56184387,127.17084503
744,1080,1080.천호지하주차장 5번 출입구,13198,25471582.35,1929.9577473859677,1080.천호지하주차장 5번 출입구,37.5368309,127.12841797
745,1081,1081.트레빌빌딩,26338,48049614.86,1824.3456169792694,1081.트레빌빌딩,37.53699875,127.12953186
746,1082,1082.중앙보훈병원역3번출구,2688,6237175.34,2320.3777306547618,1082.중앙보훈병원역3번출구,37.52908707,127.14883423
747,1083,1083.광문고교사거리(아이파크),10346,21381253.99,2066.6203353953215,1083.광문고교사거리(아이파크),37.56036758,127.15659332
748,1084,1084. 윤선생빌딩(JYP사옥),53448,108676483.59,2033.3124455545578,1084. 윤선생빌딩(JYP사옥),37.5239296,127.1291275
749,1085,1085.래미안 솔베뉴(고덕로),14657,29317302.86,2000.2253435218665,1085.래미안 솔베뉴(고덕로),37.55456924,127.14587402
750,1086,1086.래미안 솔베뉴(구천면로),9121,19644445.17,2153.7600230237913,1086.래미안 솔베뉴(구천면로),37.55059814,127.14545441
751,1088,1088.풍납사거리(강동),23528,46316358.35,1968.5633436756207,1088.풍납사거리(강동),37.52812195,127.11952209
752,1089,1089.고덕 래미안힐스테이트(201동),4088,8428140.51,2061.6782069471624,1089.고덕 래미안힐스테이트(201동),37.56060028,127.146698
753,1090,1090.상일동역 2번출구 앞,28707,61278915.7,2134.633214895322,1090.상일동역 2번출구 앞,37.5567894,127.16614532
754,1101,1101. 상사마을 버스정류장(아라대교방면),3213,9216671.709999999,2868.556399004046,1101. 상사마을 버스정류장(아라대교방면),37.58161163,126.79859924
755,1102,1102. 방화사거리 마을버스 버스정류장,41212,79391337.4,1926.4131175385812,1102. 방화사거리 마을버스 버스정류장,37.57364273,126.81180573
756,1103,1103. 방화역 4번출구앞,45215,94584731.02,2091.888333959969,1103. 방화역 4번출구앞,37.57710648,126.81199646
757,1105,1105. 방화근린공원,6793,17302731.47,2547.141391137936,1105. 방화근린공원,37.58162308,126.81265259
758,1106,1106. 신방화사거리,48943,82257501.11,1680.6795887052285,1106. 신방화사거리,37.57256317,126.81642151
759,1108,1108. 공항시장역 2번출구 뒤,24306,42918645.87,1765.7634275487533,1108. 공항시장역 2번출구 뒤,37.56387329,126.81060791
760,1109,1109. 공항시장역 4번출구,11520,21495533.63,1865.9317387152778,1109. 공항시장역 4번출구,37.56334686,126.81048584
761,1110,1110. 공항중학교앞,20847,32311989.28,1549.958712524584,1110. 공항중학교앞,37.56220245,126.81624603
762,1111,1111. 마곡엠밸리6_7단지 마곡중학교,39984,56856452.37,1421.9801012905161,1111. 마곡엠밸리6_7단지 마곡중학교,37.56698227,126.82180023
763,1112,1112. 마곡엠밸리4단지 정문,71335,101694225.06,1425.5866693768837,1112. 마곡엠밸리4단지 정문,37.56857681,126.8247757
764,1113,1113. 서남환경공원 버스정류장,46441,79310756.68,1707.774524235051,1113. 서남환경공원 버스정류장,37.57312393,126.8223877
765,1117,1117. 등촌5단지아파트 버스정류장,59020,92835639.95,1572.9522187394105,1117. 등촌5단지아파트 버스정류장,37.55819702,126.84426117
766,1118,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),47704,115141815.54,2413.672135250713,1118. 증미역 3번출구뒤(등촌두산위브센티움오피스텔),37.55746078,126.86145782
767,1119,1119. 염창동 한마음아파트 앞,21814,53256617.08,2441.396217108279,1119. 염창동 한마음아파트 앞,37.55425262,126.86756134
768,1120,1120. 대림경동아파트앞,28723,57351458.62,1996.7085130383316,1120. 대림경동아파트앞,37.564785,126.85464478
769,1121,1121. 가양레포츠센터 앞,21043,63866010.75,3035.0240341206104,1121. 가양레포츠센터 앞,37.55947876,126.86437988
770,1122,1122. 황금내근린공원,31963,169820144.75,5313.022705941245,1122. 황금내근린공원,37.56192398,126.86416626
771,1124,1124. 발산역 6번 출구 뒤,92301,141498990.38,1533.0168728399476,1124. 발산역 6번 출구 뒤,37.55817795,126.8384552
772,1125,1125. 명덕고교입구(영종빌딩),46642,83509449.5,1790.434576133099,1125. 명덕고교입구(영종빌딩),37.55291367,126.83657074
773,1126,1126. 우장산역 1번출구옆(우장산아이파크105동앞),32507,60280888.95,1854.397174454733,1126. 우장산역 1번출구옆(우장산아이파크105동앞),37.54890823,126.83656311
774,1127,1127. 화곡역 버스정류장,20172,36174510.01,1793.3030938925242,1127. 화곡역 버스정류장,37.54098129,126.83854675
775,1128,1128. 화곡역 6번출구,23162,43277999.33,1868.4914657628874,1128. 화곡역 6번출구,37.54141235,126.84022522
